"68951","Londres II ","293YG",+0008.2000,12,20000801,12,19000904
"73788","Florencia","144TG",+0010.6400,12,20000801,12,20000821
"59970","París I","312CB",+0028.3800,156,20000801,156,20000821
"14419","Londres II ","295GS",+0009.3600,96,20000801,96,19000904
"22563","Londres I","285BB",+0016.5800,12,20000801,12,20000821
"12196","Manhattan I","173TG",+0019.8400,12,20000801,12,20000821
"64034","Munich ","298SH",+0015.5900,12,20000801,9,20000821
"32362","Londres II ","294SH",+0008.4800,12,20000801,12,19000904
"95975","Munich ","055GP",+0003.9300,10,20000801,10,20000815
"66260","Munich ","311CB",+0008.4100,12,20000801,12,20000821
"41486","Manhattan II ","295GS",+0009.3600,12,20000801,12,20000828
"54456","Manhattan I","175CS",+0005.9700,12,20000801,12,20000821
"47167","Londres I","038SO",+0005.3300,10,20000801,10,20000815
"34825","Liverpool","237TC",+0006.3200,12,20000801,12,20000821
"95858","Manhattan II ","294SH",+0008.4800,12,20000801,12,20000828
"8216 ","París I","056MV",+0003.1300,10,20000801,10,20000815
"67883","Roma ","028FB",+0002.9400,10,20000801,10,20000815
"8000 ","Londres II ","052BR",+0004.4100,10,20000801,10,20000815
"42857","Londres I","041EG",+0004.6000,10,20000801,10,20000815
"90595","Florencia","145TG",+0007.8600,36,20000801,36,20000821
"38557","Madrid ","113TJ",+0004.6100,12,20000801,12,20000821
"17977","Manhattan II ","306CS",+0005.6700,12,20000801,12,20000821
"23488","Manhattan II ","052BR",+0004.4100,10,20000801,10,20000815
"61197","Milán","228ME",+0020.6900,12,20000801,12,20000821
"46401","Londres II ","051PE",+0006.6400,10,20000801,10,20000815
"54887","Milán","229CS",+0024.7100,12,20000801,12,20000821
"89918","Milán","230CS",+0026.7400,12,20000801,12,20000821
"71183","Barcelona","134TR",+0006.7200,12,20000801,12,20000821
"75815","Londres I","286BR",+0018.9300,12,20000801,12,20000821
"24611","Munich ","312CB",+0028.3800,48,20000801,48,20000821
"32741","Manhattan II ","051PE",+0006.6400,10,20000801,10,20000815
"76427","Miami Beach","087SE",+0002.6300,60,20000801,60,20000815
"13814","Liverpool","238TR",+0009.9800,12,20000801,12,20000821
"58208","Roma ","273PN",+0006.4100,12,20000801,12,20000821
"3833 ","París II ","224ME",+0020.8800,12,20000801,12,20000821
"3852 ","Roma ","029GC",+0003.4900,10,20000801,10,20000815
"20959","Madrid ","114TA",+0004.8000,12,20000801,12,20000821
"42751","Fort Lauderdale","156TR",+0003.6400,12,20000801,12,20000821
"8075 ","Florencia","146TG",+0007.2800,12,20000801,12,20000821
"2390 ","Munich ","056MV",+0003.1300,10,20000801,10,20000815
"58761","Milán","231CH",+0022.4900,12,20000801,12,20000821
"3282 ","Barcelona","135TR",+0008.2400,12,20000801,9,20000821
"47632","París II ","223ZI",+0018.3200,12,20000801,12,20000821
"52457","París I","058MA",+0002.4400,10,20000801,10,20000815
"48370","Londres II ","296SW",+0009.5300,12,20000801,12,20000821
"48189","París I","313PA",+0004.5600,12,20000801,12,20000821
"8665 ","Londres II ","297ME",+0012.0900,12,20000801,12,20000821
"17345","Miami Beach","088SG",+0003.4000,10,20000801,10,20000815
"5046 ","Manhattan II ","296SW",+0009.5300,12,20000801,12,20000821
"90904","París I","314JE",+0004.9700,12,20000801,12,20000821
"38742","Manhattan II ","307MA",+0005.1100,12,20000801,12,20000821
"25235","París II ","226CR",+0021.8600,12,20000801,12,20000821
"21750","Roma ","274RI",+0005.4200,12,20000801,12,20000821
"35319","Florencia","147TG",+0011.5600,12,20000801,12,20000821
"93972","Manhattan II ","297ME",+0012.0900,12,20000801,12,20000821
"94383","Madrid ","115SP",+0003.4800,12,20000801,12,20000821
"7600 ","Miami Beach","100MC",+0006.6800,10,20000801,10,20000815
"27005","Londres I","043GG",+0004.1900,10,20000801,10,20000815
"64824","Barcelona","136TR",+0011.5600,12,20000801,12,20000821
"4631 ","Manhattan I","178CH",+0007.8400,12,20000801,12,20000821
"25467","Manhattan I","176TR",+0006.5000,12,20000801,12,20000821
"20292","Londres I","288BR",+0027.0600,12,20000801,12,20000821
"35342","Londres II ","310CB",+0004.4200,12,20000801,12,20000821
"93072","París I","315FI",+0003.7600,12,20000801,12,20000821
"71813","Miami Beach","091HF",+0008.2800,10,20000801,10,20000815
"72081","Manhattan II ","054GD",+0004.3700,10,20000801,10,20000815
"69426","Londres II ","299CS",+0012.4600,12,20000801,12,20000821
"57159","Roma ","031MO",+0003.3200,10,20000801,10,20000815
"75065","Liverpool","241TR",+0008.2400,24,20000801,24,20000821
"32740","Madrid ","116QP",+0003.0700,12,20000801,12,20000821
"51323","Munich ","058MA",+0002.4400,10,20000801,10,20000815
"80050","Manhattan II ","310CB",+0004.4200,12,20000801,12,20000821
"3017 ","Madrid ","118AM",+0004.9400,12,20000801,12,20000821
"91803","Miami Beach","089TM",+0006.1500,10,20000801,10,20000815
"46383","Manhattan II ","308ME",+0005.1800,12,20000801,12,20000821
"65576","París I","060PR",+0004.1500,80,20000801,80,20000815
"37735","Manhattan II ","299CS",+0012.4600,12,20000801,12,20000821
"13723","Miami Beach","090VI",+0006.2500,10,20000801,10,20000815
"23309","Londres I","290BC",+0041.7900,12,20000801,12,20000821
"44359","Munich ","314JE",+0004.9700,12,20000801,12,20000821
"43667","Londres II ","298SH",+0015.5900,12,20000801,9,20000821
"15736","Barcelona","137TR",+0016.0000,12,20000801,12,20000821
"64916","Manhattan I","180CH",+0006.8800,12,20000801,12,20000821
"51411","Manhattan I","177TS",+0005.2300,12,20000801,12,20000821
"59302","Londres I","300CH",+0012.2900,12,20000801,12,20000821
"89353","Londres I","289BR",+0049.5700,12,20000801,12,20000821
"71465","Londres II ","311CB",+0008.4100,12,20000801,12,20000821
"11574","Liverpool","242TC",+0004.2300,12,20000801,12,20000821
"8523 ","Madrid ","117PM",+0005.0000,12,20000801,12,20000821
"28896","Londres I","044LE",+0001.7200,10,20000801,10,20000815
"55474","Roma ","277GE",+0006.9900,12,20000801,12,20000821
"60919","Manhattan II ","298SH",+0015.5900,12,20000801,12,20000821
"74940","Manhattan II ","311CB",+0008.4100,12,20000801,12,20000821
"32829","Madrid ","119AM",+0004.8500,12,20000801,12,20000821
"44849","Fort Lauderdale","160TR",+0005.6900,12,20000801,12,20000821
"78159","Madrid ","120CA",+0004.0100,12,20000801,12,20000821
"31225","Miami Beach","092KV",+0005.1800,10,20000801,10,20000815
"88968","Barcelona","138TC",+0005.1400,12,20000801,12,20000821
"3494 ","Roma ","276TP",+0006.2100,12,20000801,12,20000821
"16398","Munich ","060PR",+0004.1500,70,20000801,70,20000815
"84163","Liverpool","243TR",+0009.6700,12,20000801,12,20000821
"32690","París II ","228ME",+0020.6900,12,20000801,12,20000821
"22605","París II ","230CS",+0026.7400,12,20000801,12,20000821
"19894","París II ","229CS",+0024.7100,12,20000801,12,20000821
"42220","Fort Lauderdale","161TR",+0010.6900,12,20000801,12,20000821
"92499","Liverpool","001CH",+0003.3000,10,20000801,10,20000815
"42425","Londres II ","056MV",+0003.1300,10,20000801,10,20000815
"37150","Florencia","151TR",+0006.1100,12,20000801,12,20000821
"82117","Barcelona","140TC",+0004.1000,12,20000801,12,20000821
"54468","Barcelona","139TC",+0004.2000,12,20000801,12,20000821
"53417","París I","317MA",+0003.9700,12,20000801,12,20000821
"76462","Miami Beach","104DP",+0005.0000,12,20000801,12,20000821
"14037","Londres I","292BC",+0099.2600,12,20000801,12,20000821
"6872 ","Roma ","279BS",+0012.8600,12,20000801,12,20000821
"89443","Munich ","061PR",+0003.7900,10,20000801,10,20000815
"83228","Manhattan II ","056MV",+0003.1300,10,20000801,10,20000815
"19037","Madrid ","121GA",+0002.4300,12,20000801,12,20000821
"48252","Londres I","301ME",+0017.4400,12,20000801,12,20000821
"72598","Liverpool","244TR",+0009.6700,12,20000801,12,20000821
"66801","París II ","231CH",+0022.4900,12,20000801,12,20000821
"30437","Londres I","046OA",+0005.2800,70,20000801,70,20000815
"44734","Miami Beach","095CC",+0002.9800,10,20000801,10,20000815
"42360","París I","063PR",+0003.4900,10,20000801,10,20000815
"40631","Liverpool","002CO",+0003.4700,10,20000801,10,20000815
"75079","Roma ","034RA",+0003.9200,10,20000801,10,20000815
"66318","Barcelona","141TC",+0007.0200,12,20000801,12,20000821
"9764 ","Roma ","278SY",+0003.4300,12,20000801,12,20000821
"96451","Munich ","062PT",+0003.5000,10,20000801,10,20000815
"62068","Manhattan I","183CS",+0006.6400,12,20000801,12,20000821
"83280","Munich ","317MA",+0003.9700,12,20000801,12,20000821
"5196 ","Liverpool","245TG",+0022.0700,12,20000801,12,20000821
"16852","Londres II ","058MA",+0002.4400,10,20000801,10,20000815
"23097","Fort Lauderdale","163TR",+0007.5500,12,20000801,12,20000821
"82883","Madrid ","123CB",+0002.7400,12,20000801,12,20000821
"26258","París I","064RA",+0003.8800,10,20000801,10,20000815
"2213 ","Liverpool","003CL",+0003.9300,10,20000801,10,20000815
"77233","Roma ","282BC",+0016.4200,12,20000801,12,20000821
"59586","Florencia","153TR",+0007.8600,12,20000801,12,20000821
"73012","Londres I","302SC",+0019.0900,12,20000801,12,20000821
"19255","Roma ","035RE",+0006.2200,10,20000801,10,20000815
"14543","Manhattan II ","058MA",+0002.4400,10,20000801,10,20000815
"9837 ","Barcelona","142TG",+0014.5800,48,20000801,48,20000821
"24603","Miami Beach","094VS",+0004.3700,10,20000801,10,20000815
"90011","Londres II ","314JE",+0004.9700,12,20000801,12,20000821
"21786","Manhattan I","182TR",+0004.4600,12,20000801,12,20000821
"39553","Munich ","063PR",+0003.4900,40,20000801,40,20000815
"55752","Miami Beach","096GB",+0004.4400,10,20000801,10,20000815
"27724","Londres I","304CH",+0010.8000,12,20000801,12,20000821
"45170","Manhattan II ","314JE",+0004.9700,12,20000801,12,20000828
"68292","Londres I","049BO",+0007.0000,20,20000801,20,20000815
"86908","Londres I","050BR",+0004.2200,10,20000801,10,20000815
"79520","Liverpool","246TR",+0011.8700,12,20000801,12,20000821
"8047 ","Londres II ","315FI",+0003.7600,12,20000801,12,20000821
"31375","Londres II ","059MG",+0003.7800,70,20000801,70,20000815
"6905 ","Miami Beach","097CB",+0003.3900,10,20000801,10,20000815
"32615","Miami Beach","107CB",+0004.2500,12,20000801,12,20000821
"60877","Madrid ","122TI",+0005.7100,24,20000801,24,20000821
"68531","Roma ","283BC",+0015.7100,84,20000801,84,20000821
"5764 ","Florencia","154TR",+0004.6600,12,20000801,12,20000821
"57347","Liverpool","004DG",+0003.4800,10,20000801,10,20000815
"25523","Roma ","036RB",+0005.4000,30,20000801,30,20000815
"53822","Milán","236TR",+0013.1400,12,20000801,12,20000821
"89018","Londres I","303SE",+0009.6600,12,20000801,12,20000821
"47025","París I","319SW",+0016.1400,12,20000801,12,20000821
"51279","Barcelona","143TG",+0015.9500,12,20000801,12,20000821
"54713","París I","065RS",+0002.4600,10,20000801,10,20000815
"64964","Miami Beach","105WP",+0004.7500,12,20000801,12,20000821
"48390","Londres II ","060PR",+0004.1500,100,20000801,100,20000815
"94266","Munich ","064RA",+0003.8800,10,20000801,10,20000815
"43887","Londres I","305CH",+0018.0300,12,20000801,12,20000821
"6890 ","París I","067CH",+0002.3000,10,20000801,10,20000815
"84553","Munich ","318SW",+0013.4900,24,20000801,24,20000821
"91759","Liverpool","247TC",+0006.7500,12,20000801,9,20000821
"4482 ","Manhattan II ","060PR",+0004.1500,10,20000801,10,20000815
"14642","Londres I","293YG",+0008.2000,12,20000801,12,19000904
"80096","Milán","237TC",+0006.3200,12,20000801,12,20000821
"82735","Fort Lauderdale","165TR",+0004.3400,12,20000801,12,20000821
"46485","Londres I","295GS",+0009.3600,156,20000801,156,19000904
"64499","Florencia","155TR",+0004.2400,12,20000801,12,20000821
"39864","París I","321SW",+0018.0600,84,20000801,84,20000821
"99126","Londres I","294SH",+0008.4800,12,20000801,12,19000904
"26266","Barcelona","144TG",+0010.6400,12,20000801,12,20000821
"51401","Roma ","284BS",+0013.4800,12,20000801,12,20000821
"3167 ","Manhattan I","186CH",+0002.6800,12,20000801,12,20000821
"10481","Manhattan I","184TR",+0006.4200,12,20000801,12,20000821
"45287","Londres II ","061PR",+0003.7900,10,20000801,10,20000815
"41441","Munich ","320SW",+0017.1000,96,20000801,96,20000821
"2137 ","Munich ","319SW",+0016.1400,12,20000801,12,20000821
"93128","París I","068DB",+0002.7400,10,20000801,10,20000815
"15382","Munich ","065RS",+0002.4600,10,20000801,10,20000815
"9819 ","Miami Beach","098IC",+0004.3000,10,20000801,10,20000815
"11645","Londres I","052BR",+0004.4100,20,20000801,20,20000815
"9555 ","Roma ","040ED",+0002.5700,10,20000801,10,20000815
"78403","Liverpool","005HU",+0004.8300,10,20000801,10,20000815
"21538","Londres II ","316MO",+0003.8700,12,20000801,12,20000821
"72569","Manhattan II ","061PR",+0003.7900,10,20000801,10,20000815
"75364","Liverpool","248TR",+0011.6800,12,20000801,12,20000821
"43875","Munich ","067CH",+0002.3000,10,20000801,10,20000815
"97539","Fort Lauderdale","166TR",+0005.0800,12,20000801,12,20000821
"53951","París I","28OBC",+0014.5700,84,20000801,84,20000821
"53875","Roma ","285BB",+0016.5800,12,20000801,12,20000821
"80372","Londres I","051PE",+0006.6400,10,20000801,10,20000815
"17255","Milán","238TR",+0009.9800,12,20000801,12,20000821
"97029","París I","322SW",+0059.4800,12,20000801,12,20000821
"76888","Manhattan I","185TC",+0003.6000,12,20000801,12,20000821
"58400","Barcelona","145TG",+0007.8600,84,20000801,84,20000821
"29081","Londres II ","062PT",+0003.5000,20,20000801,20,20000815
"52652","Munich ","321SW",+0018.0600,60,20000801,60,20000821
"25356","Liverpool","250RS",+0006.7300,12,20000801,12,20000821
"53846","Londres I","053CA",+0005.8800,10,20000801,10,20000815
"93164","Miami Beach","099IB",+0006.3200,30,20000801,30,20000815
"26868","Munich ","066TA",+0003.8800,10,20000801,10,20000815
"54512","Roma ","041EG",+0004.6000,10,20000801,10,20000815
"88875","Liverpool","249TR",+0007.3000,12,20000801,12,20000821
"32337","Manhattan II ","062PT",+0003.5000,10,20000801,10,20000815
"81812","Munich ","068DB",+0002.7400,10,20000801,10,20000815
"31204","Madrid ","127BC",+0002.2400,12,20000801,12,20000821
"39001","Milán","239TC",+0004.4900,12,20000801,12,20000821
"93989","París I","069GR",+0002.8300,10,20000801,10,20000815
"91006","Liverpool","006MB",+0005.0800,10,20000801,10,20000815
"55539","Milán","240TR",+0006.2400,12,20000801,12,20000821
"46518","Barcelona","146TG",+0007.2800,12,20000801,12,20000821
"34150","Roma ","286BR",+0018.9300,12,20000801,12,20000821
"49312","Londres I","296SW",+0009.5300,12,20000801,12,20000821
"88107","Londres I","297ME",+0012.0900,12,20000801,12,20000821
"34768","Munich ","322SW",+0059.4800,12,20000801,12,20000821
"47544","Roma ","039TS",+0004.8400,10,20000801,10,20000815
"66502","Manhattan II ","063PR",+0003.4900,10,20000801,10,20000815
"99915","París I","325GR",+0015.9300,12,20000801,12,20000821
"92568","Fort Lauderdale","168TR",+0007.8900,12,20000801,12,20000821
"9637 ","Florencia","158TR",+0006.6700,12,20000801,12,20000821
"59259","Milán","241TR",+0008.2400,24,20000801,24,20000821
"75340","París I","326BN",+0006.3000,12,20000801,12,20000821
"55438","Barcelona","147TG",+0011.5600,12,20000801,12,20000821
"53500","París I","070SO",+0002.3000,10,20000801,10,20000815
"77281","Liverpool","252RA",+0012.5100,12,20000801,12,20000821
"68122","Londres I","310CB",+0004.4200,12,20000801,12,20000821
"36675","Manhattan I","190CH",+0006.6800,12,20000801,12,20000821
"607","Munich ","069GR",+0002.8300,10,20000801,10,20000815
"92750","París I","072CA",+0005.1200,10,20000801,10,20000815
"66920","Londres II ","064RA",+0003.8800,10,20000801,10,20000815
"22975","Londres II ","318SW",+0013.4900,72,20000801,72,20000821
"31677","Londres I","299CS",+0012.4600,12,20000801,12,20000821
"92592","Liverpool","007RL",+0004.1800,10,20000801,10,20000815
"7803 ","Fort Lauderdale","170TC",+0003.4000,12,20000801,12,20000821
"31078","París II ","236TR",+0013.1400,12,20000801,12,20000821
"20548","Manhattan II ","318SW",+0013.4900,24,20000801,24,20000821
"35035","Milán","242TC",+0004.2300,12,20000801,12,20000821
"33427","Roma ","043GG",+0004.1900,10,20000801,10,20000815
"3991 ","Liverpool","008MC",+0004.1500,50,20000801,50,20000815
"58268","Munich ","325GR",+0015.9300,12,20000801,12,20000821
"11260","Florencia","159TR",+0005.1000,12,20000801,12,20000821
"37324","Londres I","298SH",+0015.5900,12,20000801,9,20000821
"364","Barcelona","148TG",+0010.1600,12,20000801,12,20000821
"96761","Londres I","055GP",+0003.9300,10,20000801,10,20000815
"78961","Manhattan I","191CB",+0007.8300,108,20000801,108,20000821
"10565","Roma ","288BR",+0027.0600,12,20000801,12,20000821
"45259","Londres I","311CB",+0008.4100,12,20000801,12,20000821
"63139","Manhattan I","189ME",+0006.9300,120,20000801,120,20000821
"75443","París I","071VA",+0002.5200,10,20000801,10,20000815
"78347","Munich ","326BN",+0006.3000,12,20000801,12,20000821
"79488","Londres II ","319SW",+0016.1400,12,20000801,12,20000821
"66317","Liverpool","253RS",+0006.8900,12,20000801,12,20000821
"96139","Londres II ","065RS",+0002.4600,10,20000801,10,20000815
"15471","París II ","237TC",+0006.3200,12,20000801,12,20000821
"4324 ","Munich ","070SO",+0002.3000,10,20000801,10,20000815
"65131","Munich ","072CA",+0005.1200,10,20000801,10,20000815
"63988","Fort Lauderdale","171TC",+0002.6900,12,20000801,12,20000821
"52700","Londres II ","067CH",+0002.3000,10,20000801,10,20000815
"27829","París I","073GA",+0006.4100,10,20000801,10,20000815
"15185","Manhattan II ","319SW",+0016.1400,12,20000801,12,20000821
"7075 ","Manhattan II ","065RS",+0002.4600,10,20000801,10,20000815
"88818","Milán","243TR",+0009.6700,12,20000801,12,20000821
"76816","Roma ","287UB",+0033.2000,12,20000801,12,20000821
"59566","Barcelona","149TG",+0006.7600,12,20000801,12,20000821
"28538","París I","328BR",+0004.0700,12,20000801,12,20000821
"36125","Roma ","300CH",+0012.2900,12,20000801,12,20000821
"48528","Barcelona","150TR",+0005.5200,12,20000801,12,20000821
"7741 ","Manhattan I","202CH",+0015.2400,12,20000801,12,20000821
"87754","Milán","001CH",+0003.3000,10,20000801,10,20000815
"89008","Roma ","044LE",+0001.7200,10,20000801,10,20000815
"71820","Londres II ","321SW",+0018.0600,108,20000801,108,20000821
"80585","Liverpool","254RS",+0005.4400,12,20000801,12,20000821
"96167","Liverpool","009SD",+0004.3100,10,20000801,10,20000815
"93785","Liverpool","255MA",+0005.8400,12,20000801,12,20000821
"54630","Munich ","071VA",+0002.5200,10,20000801,10,20000815
"64442","París II ","238TR",+0009.9800,12,20000801,12,20000821
"79585","Londres II ","068DB",+0002.7400,20,20000801,20,20000815
"1906 ","Manhattan II ","321SW",+0018.0600,12,20000801,12,20000821
"15565","Madrid ","130SH",+0002.4800,12,20000801,12,20000821
"89244","Manhattan I","200ZI",+0013.9400,12,20000801,12,20000821
"35224","París I","327RM",+0006.3300,12,20000801,12,20000821
"29 ","Londres I","056MV",+0003.1300,10,20000801,10,20000815
"74375","Liverpool","012CH",+0002.8200,50,20000801,50,20000815
"34184","París I","074IB",+0004.6800,10,20000801,10,20000815
"27592","Fort Lauderdale","174CS",+0011.0400,12,20000801,12,20000821
"31122","Roma ","291BC",+0066.8200,12,20000801,12,20000821
"54178","Florencia","162TR",+0004.1800,12,20000801,12,20000821
"63681","Milán","244TR",+0009.6700,12,20000801,12,20000821
"91799","Munich ","073GA",+0006.4100,10,20000801,10,20000815
"87650","Madrid ","132DC",+0002.4700,24,20000801,24,20000821
"53399","Manhattan I","193CB",+0007.7800,12,20000801,12,20000821
"73155","París I","329EB",+0003.1000,12,20000801,12,20000821
"19672","Barcelona","151TR",+0006.1100,12,20000801,12,20000821
"24852","Liverpool","010WS",+0005.0700,10,20000801,10,20000815
"87040","Manhattan I","192ME",+0007.5300,12,20000801,12,20000821
"2050 ","Londres II ","322SW",+0059.4800,12,20000801,12,20000821
"43354","Munich ","328BR",+0004.0700,12,20000801,12,20000821
"52968","Roma ","045MA",+0002.6100,80,20000801,80,20000815
"42043","París II ","239TC",+0004.4900,12,20000801,12,20000821
"6313 ","Manhattan II ","323KB",+0006.9500,12,20000801,12,20000821
"81131","París II ","240TR",+0006.2400,12,20000801,12,20000821
"75121","Fort Lauderdale","173TG",+0019.8400,12,20000801,12,20000821
"68626","Manhattan I","201ZI",+0012.3900,12,20000801,12,20000821
"11029","Madrid ","131RT",+0002.3400,24,20000801,24,20000821
"46765","Milán","245TG",+0022.0700,12,20000801,12,20000821
"82036","París I","075IB",+0005.0400,10,20000801,10,20000815
"90650","Fort Lauderdale","175CS",+0005.9700,12,20000801,12,20000821
"70531","Florencia","163TR",+0007.5500,12,20000801,12,20000821
"21942","Liverpool","013CT",+0005.2900,10,20000801,10,20000815
"63102","Munich ","327RM",+0006.3300,12,20000801,12,20000821
